DATE,SDXRSA
1987-01-01,54.79411150896401
1987-02-01,55.215118533472996
1987-03-01,55.487803264105
1987-04-01,56.049778406565
1987-05-01,56.4620986304
1987-06-01,56.787555534304
1987-07-01,57.075956261706
1987-08-01,57.380247366171
1987-09-01,57.843330978824994
1987-10-01,58.295686249381
1987-11-01,58.901274039166005
1987-12-01,59.404457132088005
1988-01-01,60.018417654184
1988-02-01,60.490285698618
1988-03-01,61.284490173589
1988-04-01,61.444261953922
1988-05-01,61.84520489424501
1988-06-01,61.443358227198
1988-07-01,64.588123450727
1988-08-01,65.29032798379001
1988-09-01,66.07932755833299
1988-10-01,67.175760420832
1988-11-01,68.42762614788
1988-12-01,69.831435499985
1989-01-01,71.172723813049
1989-02-01,72.762942815842
1989-03-01,74.48288170034199
1989-04-01,75.805259800236
1989-05-01,77.050349538929
1989-06-01,78.136649148959
1989-07-01,79.030233996995
1989-08-01,80.09519053579001
1989-09-01,81.10219655797
1989-10-01,82.059979109382
1989-11-01,82.709104172801
1989-12-01,83.572869701605
1990-01-01,84.078260311918
1990-02-01,84.737413089853
1990-03-01,85.12685695876199
1990-04-01,85.54542223527
1990-05-01,85.737950256044
1990-06-01,85.748846699764
1990-07-01,85.594142202546
1990-08-01,85.335202010492
1990-09-01,85.222220741618
1990-10-01,84.92463578053601
1990-11-01,84.653962064326
1990-12-01,84.032362465679
1991-01-01,83.480959694012
1991-02-01,82.564157267694
1991-03-01,81.597500188303
1991-04-01,81.207322878856
1991-05-01,81.534367003836
1991-06-01,81.886580307851
1991-07-01,82.104719118326
1991-08-01,81.936632965665
1991-09-01,81.661364224227
1991-10-01,81.66191990275401
1991-11-01,81.452928257399
1991-12-01,81.335169726743
1992-01-01,80.863439340076
1992-02-01,80.569120670417
1992-03-01,80.69215834155
1992-04-01,80.684120644165
1992-05-01,80.451807716418
1992-06-01,79.914573322015
1992-07-01,79.570955303632
1992-08-01,79.267707492235
1992-09-01,79.036472365148
1992-10-01,78.155312184832
1992-11-01,77.924294300965
1992-12-01,77.483536643026
1993-01-01,77.65283249904
1993-02-01,76.99126352140199
1993-03-01,76.620608559255
1993-04-01,75.910941693382
1993-05-01,75.54637185371101
1993-06-01,75.051297121163
1993-07-01,74.48665620437801
1993-08-01,74.182396802632
1993-09-01,74.270598252869
1993-10-01,74.259585029683
1993-11-01,74.305430338982
1993-12-01,74.106094935588
1994-01-01,74.27020935326
1994-02-01,74.107179971186
1994-03-01,74.014579958225
1994-04-01,74.020443719994
1994-05-01,74.24731681316399
1994-06-01,74.441342063728
1994-07-01,74.553319983128
1994-08-01,74.189142423372
1994-09-01,73.705265481471
1994-10-01,73.734261295291
1994-11-01,73.457199623604
1994-12-01,73.442733903975
1995-01-01,73.052337381756
1995-02-01,73.163780291919
1995-03-01,73.00053794751
1995-04-01,72.922918169485
1995-05-01,72.525637212861
1995-06-01,72.100488524108
1995-07-01,72.090634783556
1995-08-01,72.140605639077
1995-09-01,72.18940194408
1995-10-01,72.10562412441
1995-11-01,71.703483472392
1995-12-01,71.810806580668
1996-01-01,71.89140507431999
1996-02-01,72.04106422625999
1996-03-01,71.764444807901
1996-04-01,71.820506017141
1996-05-01,71.963622128426
1996-06-01,71.833957772749
1996-07-01,71.72005976512101
1996-08-01,71.390315920955
1996-09-01,71.705655585814
1996-10-01,71.833716794622
1996-11-01,72.147249193653
1996-12-01,72.215761822214
1997-01-01,72.560199997002
1997-02-01,72.751005940456
1997-03-01,72.974565209145
1997-04-01,73.24814102107
1997-05-01,73.494721011096
1997-06-01,74.054951030796
1997-07-01,74.415430341969
1997-08-01,75.006296639574
1997-09-01,75.382228312688
1997-10-01,76.198723538093
1997-11-01,76.733738030986
1997-12-01,78.086751449701
1998-01-01,78.97666506106499
1998-02-01,79.888357599151
1998-03-01,81.009928235515
1998-04-01,82.077390024369
1998-05-01,83.094602052238
1998-06-01,84.050771518923
1998-07-01,85.147109763554
1998-08-01,86.180522012446
1998-09-01,87.131300970601
1998-10-01,87.706653537527
1998-11-01,88.211814527855
1998-12-01,88.89799507672701
1999-01-01,90.105904770291
1999-02-01,91.134509775763
1999-03-01,91.98686254402399
1999-04-01,92.494401164833
1999-05-01,93.090953487576
1999-06-01,94.065136632071
1999-07-01,94.954785060366
1999-08-01,95.884833396777
1999-09-01,96.95752141855101
1999-10-01,98.02129627808701
1999-11-01,99.068762065758
1999-12-01,100.073712738494
2000-01-01,101.104565615088
2000-02-01,102.409576386393
2000-03-01,104.09094609763201
2000-04-01,105.70710262937
2000-05-01,107.13484811519899
2000-06-01,108.96720960992701
2000-07-01,110.316536329405
2000-08-01,111.67275005010299
2000-09-01,112.65607676356501
2000-10-01,113.469760151922
2000-11-01,115.25299301876301
2000-12-01,116.96094291033
2001-01-01,118.90136369817199
2001-02-01,120.14418588762301
2001-03-01,122.321186806374
2001-04-01,123.361603995618
2001-05-01,124.27773594638701
2001-06-01,124.515759719331
2001-07-01,125.285979558729
2001-08-01,125.87032969754299
2001-09-01,126.97773468988001
2001-10-01,128.152066739908
2001-11-01,129.350859690022
2001-12-01,129.987981793018
2002-01-01,130.318182209208
2002-02-01,131.729695851805
2002-03-01,133.193398373736
2002-04-01,135.648582620777
2002-05-01,138.132799107565
2002-06-01,140.538074569813
2002-07-01,142.872083466611
2002-08-01,145.704853982475
2002-09-01,148.04278294109199
2002-10-01,150.58924397294902
2002-11-01,153.040504884879
2002-12-01,155.197733318782
2003-01-01,157.295775741058
2003-02-01,158.500397113319
2003-03-01,159.698672015275
2003-04-01,161.098456934226
2003-05-01,162.582570487034
2003-06-01,164.20072549043002
2003-07-01,166.35918639875499
2003-08-01,169.427142374159
2003-09-01,173.151206055144
2003-10-01,177.15350915588698
2003-11-01,181.11224806906898
2003-12-01,185.045181634756
2004-01-01,188.62960387226397
2004-02-01,192.67095495113202
2004-03-01,199.05851174108298
2004-04-01,204.92316282108501
2004-05-01,211.08382891598998
2004-06-01,216.724561229353
2004-07-01,221.872743326418
2004-08-01,225.122135732642
2004-09-01,227.987024455986
2004-10-01,230.26749065885897
2004-11-01,231.762664512956
2004-12-01,234.299929541711
2005-01-01,236.71463203505698
2005-02-01,239.02845915528
2005-03-01,239.91581803926002
2005-04-01,241.29845390764703
2005-05-01,242.32886765363602
2005-06-01,243.653604488116
2005-07-01,244.516273495858
2005-08-01,245.504169520098
2005-09-01,245.95217179061797
2005-10-01,247.713586834698
2005-11-01,249.546031202834
2005-12-01,249.868728816702
2006-01-01,250.57435544960202
2006-02-01,251.37748637147004
2006-03-01,251.69241988016202
2006-04-01,251.322973046397
2006-05-01,249.661165567349
2006-06-01,247.918454480518
2006-07-01,246.01329602240003
2006-08-01,244.124881364619
2006-09-01,243.375602729603
2006-10-01,242.088342719749
2006-11-01,241.43705117968702
2006-12-01,239.333222649255
2007-01-01,240.153433819527
2007-02-01,238.905744298252
2007-03-01,236.627082062312
2007-04-01,234.647808011651
2007-05-01,232.373518291464
2007-06-01,229.90794137710498
2007-07-01,226.670957535316
2007-08-01,223.58769027951402
2007-09-01,219.80320114635398
2007-10-01,215.38068857278702
2007-11-01,209.10783559007703
2007-12-01,203.46913838773997
2008-01-01,199.936664618914
2008-02-01,193.188401354765
2008-03-01,188.04821874400199
2008-04-01,182.18476487084098
2008-05-01,178.501283670478
2008-06-01,174.349489300524
2008-07-01,169.862395421223
2008-08-01,165.739823871883
2008-09-01,161.892153422685
2008-10-01,157.93753661062001
2008-11-01,155.150405402404
2008-12-01,152.90519293712
2009-01-01,150.176370538091
2009-02-01,149.151308933981
2009-03-01,146.584486448045
2009-04-01,145.714261872358
2009-05-01,145.38741152091401
2009-06-01,146.467416051887
2009-07-01,148.88681767471599
2009-08-01,151.032811097305
2009-09-01,152.71940215643298
2009-10-01,154.22473151537
2009-11-01,155.777731464601
2009-12-01,157.035606021085
2010-01-01,159.06877462996
2010-02-01,160.508871936653
2010-03-01,162.392756145075
2010-04-01,162.700554608008
2010-05-01,163.318436269138
2010-06-01,162.833340276089
2010-07-01,162.73507272380502
2010-08-01,161.54241772101003
2010-09-01,160.419312343568
2010-10-01,158.835109166015
2010-11-01,159.836769203412
2010-12-01,159.835568550131
2011-01-01,159.271304803578
2011-02-01,157.60553876882202
2011-03-01,155.843019354364
2011-04-01,155.55075058306002
2011-05-01,154.768787196904
2011-06-01,154.012243951388
2011-07-01,153.124470861674
2011-08-01,152.736315822092
2011-09-01,151.982800450594
2011-10-01,151.856817366053
2011-11-01,151.292522403873
2011-12-01,151.394414256347
2012-01-01,150.907385799434
